TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-119,Lakefront,2025,Current Obligations,RA - Lake Park Crescent For Sale,-218700,03/27/2002,12/31/2026
T-063,Canal/Congress,2018,Current Obligations,Lighting - Congress & Tilden from DesPlaines to Jefferson,4100,11/12/1998,12/31/2022
T-038,Roosevelt/Cicero,2019,Proposed Projects,Land disposition services,-50000,02/05/1998,02/05/2021
T-109,Lawrence/Broadway,2021,Revenue,Property tax,4478000,06/27/2001,12/31/2025
T-052,Kinzie Industrial Corridor,2020,Current Obligations,RA - Peppercorn 240 LLC Note A,-118600,06/10/1998,12/31/2022
T-086,Central West,2020,Revenue,Tax rate increase surplus revenue,-1996700,02/16/2000,12/31/2024
T-037,River South,Fund / Project Balances,Current Obligations,Protected Bikeways Program,-23100,07/30/1997,12/31/2021
T-001,35th/Halsted,2019,Current Obligations,RA - ACRE Development,-232700,01/14/1997,12/31/2021
T-023,Goose Island,2018,Current Obligations,RA - Guardian Equipment,-96400,07/10/1996,07/10/2019
T-048,Western/Ogden,2018,Current Obligations,"Arterial resurfacing - California, I-290 to Roosevelt",495600,02/05/1998,02/05/2021
T-156,Austin Commercial,2018,Current Obligations,Small Business Improvement Fund,-500000,09/27/2007,12/31/2031
T-126,Madden/Wells,2022,Current Obligations,RA - Phase 1A rental interest subsidy,-49000,11/06/2002,12/31/2026
T-142,Western Avenue/Rock Island,2029,Revenue,Property tax,2316400,02/08/2006,12/31/2030
T-154,Pershing/King,2031,Revenue,Property tax,139000,09/05/2007,12/31/2031
T-079,35th and Wallace,Fund / Project Balances,Current Obligations,"Resurfacing - 37th St, Wentworth to Princeton",-47300,12/15/1999,12/31/2023
T-154,Pershing/King,2018,Current Obligations,Traffic signal - Pershing / Rhodes,-100000,09/05/2007,12/31/2031
T-131,35th/State,2022,Revenue,Property tax,3224200,01/14/2004,12/31/2028
T-045,Stockyards Southeast Quadrant Industrial,2027,Revenue,Tax rate increase surplus revenue,-136700,02/26/1992,12/31/2028
T-110,Wilson Yard,2025,Current Obligations,RA - 4400 N Broadway,-9427700,06/27/2001,12/31/2025
T-092,Greater Southwest Industrial Corridor (West),2024,Revenue,Tax rate increase surplus revenue,-58600,04/12/2000,12/31/2024
T-135,Pratt/Ridge Industrial Park Conservation Area,2018,Revenue,Property tax,439900,06/23/2004,12/31/2028
T-037,River South,2019,Transfers Between TIF Districts,From Canal/Congress (Wells St - Roosevelt to Archer),8000000,07/30/1997,12/31/2021
T-083,West Irving Park,2019,Revenue,Property tax,1408900,01/12/2000,12/31/2024
T-146,Touhy/Western,2023,Proposed Projects,Lighting - Smart infrastructure,-300000,09/13/2006,12/31/2030
T-167,Avondale,2023,Revenue,Property tax,118500,07/29/2009,12/31/2033
T-111,105th/Vincennes,2022,Current Obligations,Program administration,-28500,10/03/2001,12/31/2025
T-075,Madison/Austin Corridor,2020,Proposed Projects,Lighting - Smart infrastructure,-800000,09/29/1999,12/31/2023
T-095,Midwest,2019,Proposed Projects,Lighting - Smart infrastructure,-750000,05/17/2000,12/31/2036
T-136,47th/State,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-500000,07/21/2004,12/31/2028
T-052,Kinzie Industrial Corridor,2018,Current Obligations,CTA lighting improvements - Lake St,-1950000,06/10/1998,12/31/2022
T-109,Lawrence/Broadway,2021,Current Obligations,RA - Uptown Broadway Building,-45300,06/27/2001,12/31/2025
T-143,63rd/Ashland,2023,Current Obligations,Program administration,-29900,03/29/2006,12/31/2030
T-133,83rd/Stewart,2024,Current Obligations,Program administration,-37100,03/31/2004,12/31/2028
T-094,Chicago/Kingsbury,2018,Current Obligations,Small Business Improvement Fund,-250000,04/12/2000,12/31/2024
T-033,North Branch (North),2018,Current Obligations,Infrastructure improvements,78000,07/02/1997,12/31/2021
T-106,Englewood Neighborhood,2024,Current Obligations,Program administration,-149200,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,2018,Current Obligations,Purchase Rehab Program - MF,-1500000,06/27/2001,12/31/2025
T-149,Stevenson/Brighton,2020,Transfers Between TIF Districts,From Midway Ind. Corr. (Park District headquarters),2000000,04/11/2007,12/31/2031
T-074,Clark Street and Ridge Avenue,Fund / Project Balances,Current Obligations,Police station - air handlers,-100,09/29/1999,09/29/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Fund Balance,Reserved for debt service,-10388400,06/10/1998,12/31/2022
T-055,43rd/Cottage Grove,2019,Current Obligations,Retail Thrive Zone - infrastructure,-200000,07/08/1998,12/31/2022
T-177,Foster/California,2022,Revenue,Property tax,414000,03/05/2014,12/31/2038
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-1800,06/27/2001,12/31/2025
T-013,Bryn Mawr/Broadway,2018,Current Obligations,Cost of issuance,16000,12/11/1996,12/11/2019
T-150,Addison South,2022,Current Obligations,RA - Green Exchange Note R-1 pmts,-716200,05/09/2007,12/31/2031
T-143,63rd/Ashland,2024,Revenue,Property tax,1456500,03/29/2006,12/31/2030
T-029,Michigan/Cermak,2023,Revenue,Property tax,1901200,09/13/1989,12/31/2025
T-152,Little Village Industrial Corridor,2028,Current Obligations,Program administration,-21100,06/13/2007,12/31/2031
T-063,Canal/Congress,2020,Proposed Projects,"Viaduct improvements - Canal, Jackson to Harrison - design",-500000,11/12/1998,12/31/2022
T-121,47th/Halsted,Fund / Project Balances,Current Obligations,Englewood Trails feasibility study,-57100,05/29/2002,12/31/2026
T-127,87th/Cottage Grove,2018,Current Obligations,Program administration,-30600,11/13/2002,12/31/2026
T-064,Northwest Industrial Corridor,2018,Current Obligations,Delegate Agencies,-10100,12/02/1998,12/31/2022
T-148,Harlem Industrial Park Conservation Area,2028,Current Obligations,Program administration,-3500,03/14/2007,12/31/2031
T-127,87th/Cottage Grove,2023,Current Obligations,Program administration,-46300,11/13/2002,12/31/2026
T-043,Stockyards Annex,2018,Proposed Projects,Environmental assessment - 4150 S Halsted,-50000,12/11/1996,12/31/2020
T-129,Diversey/Narragansett,2027,Current Obligations,RA - Brickyard Shopping Center - paygo,-2496100,02/05/2003,12/31/2027
T-076,Devon/Western,2021,Current Obligations,Program administration,-51500,11/03/1999,12/31/2023
T-114,119th and Halsted,2019,Proposed Projects,Lighting - Smart infrastructure,-800000,02/06/2002,12/31/2026
T-142,Western Avenue/Rock Island,2030,Revenue,Property tax,2316400,02/08/2006,12/31/2030
T-145,73rd/University,Fund / Project Balances,Current Obligations,RA - Comer Youth Garden,-130600,09/13/2006,12/31/2030
T-082,Belmont/Cicero,2024,Revenue,Property tax,1449500,01/12/2000,12/31/2024
T-023,Goose Island,2018,Current Obligations,RA - Wrigley Innovation Center,-778900,07/10/1996,07/10/2019
T-176,107th/Halsted,2028,Current Obligations,Program administration,-86400,03/05/2014,12/31/2038
T-060,71st/Stony Island,2019,Current Obligations,RA - Jeffrey Plaza - grocery,-2000000,10/07/1998,12/31/2022
T-151,Armitage/Pulaski,2028,Revenue,Property tax,379200,06/13/2007,12/31/2031
T-098,63rd/Pulaski,Fund / Project Balances,Current Obligations,Sidewalks - various locations,-30100,05/17/2000,12/31/2024
T-048,Western/Ogden,2018,Current Obligations,Street improvements - 2400-2500 W Cullerton,-400000,02/05/1998,02/05/2021
T-141,26th and King Drive,2019,Current Obligations,RA - Mercy Hospital,-741600,01/11/2006,12/31/2030
T-094,Chicago/Kingsbury,Fund / Project Balances,Fund Balance,FY'17 year-end balance,39812700,04/12/2000,12/31/2024
T-141,26th and King Drive,2021,Current Obligations,RA - Mercy Hospital,-771600,01/11/2006,12/31/2030
T-037,River South,2018,Current Obligations,Intermodal Transporation Center - LaSalle & Congress,144700,07/30/1997,12/31/2021
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Resurfacing - multiple locations in Ward 20,-196300,06/27/2001,12/31/2025
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Resurfacing/sidewalk/curb/gutter - multiple locations in Ward 20,-373000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2019,Current Obligations,RA - Resurrection University,-333400,06/27/2001,12/31/2025
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-7800,06/10/1998,12/31/2034
T-145,73rd/University,2028,Revenue,Tax rate increase surplus revenue,-38800,09/13/2006,12/31/2030
T-089,Midway Industrial Corridor,Fund / Project Balances,Fund Balance,FY'17 year-end balance,13178000,02/16/2000,12/31/2024
T-150,Addison South,2025,Revenue,Tax rate increase surplus revenue,-359900,05/09/2007,12/31/2031
T-140,79th/Cicero,2026,Revenue,Property tax,718500,06/08/2005,12/31/2029
T-034,North Branch (South),2018,Current Obligations,Elston/Armitage Improvement Feasibility Study,-35000,02/05/1998,02/05/2021
T-064,Northwest Industrial Corridor,2018,Current Obligations,Ward 28 - street resurfacing / sidewalk repairs,-80000,12/02/1998,12/31/2022
T-072,24th/Michigan,2018,Current Obligations,ADA ramps - multiple locations,105200,07/21/1999,07/21/2022
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Bridge - 3100 W Bryn Mawr Av,-500000,02/16/2000,12/31/2024
T-104,River West,2024,Current Obligations,Program administration,-607800,01/10/2001,12/31/2025
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Viaduct improvements - CTA Argyle station,-87700,12/11/1996,12/11/2019
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Accessible pedistrian signals - multiple locations,-56200,11/15/2006,12/31/2030
T-059,Calumet Avenue/Cermak Road,2018,Current Obligations,Prairie District Park - 21st St / Prairie Av,-2000000,07/29/1998,07/29/2021
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,Bus pad - 4859 W Division,-8500,09/27/2007,12/31/2031
T-075,Madison/Austin Corridor,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-227200,09/29/1999,12/31/2023
T-109,Lawrence/Broadway,2022,Revenue,Property tax,4692800,06/27/2001,12/31/2025
T-142,Western Avenue/Rock Island,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-98700,02/08/2006,12/31/2030
T-061,Bronzeville,2018,Current Obligations,"Alley construction - 38th, 39th, State, Wabash",83100,11/04/1998,12/31/2022
T-088,Lawrence/Kedzie,2018,Current Obligations,Streetscape - Foster,247200,02/16/2000,12/31/2024
T-088,Lawrence/Kedzie,Fund / Project Balances,Current Obligations,Traffic signal - Ainslie/Kedzie,-2100,02/16/2000,12/31/2024
T-042,Sanitary Drainage and Ship Canal,2018,Current Obligations,Program administration,-13100,07/24/1991,12/31/2027
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Environmental remediation - Bromann Park,-66900,12/11/1996,12/11/2019
T-089,Midway Industrial Corridor,2020,Proposed Projects,Lighting - Smart infrastructure,-400000,02/16/2000,12/31/2024
T-108,Humboldt Park Commercial,Fund / Project Balances,Fund Balance,Surplus TIF funds,-1267300,06/27/2001,12/31/2025
T-157,Hollywood/Sheridan,2020,Current Obligations,RA - Hollywood House,-575800,11/07/2007,12/31/2031
T-107,Division/Homan,2018,Revenue,Property tax,1309400,06/27/2001,12/31/2025
T-067,Archer Courts,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-54400,05/12/1999,12/31/2023
T-141,26th and King Drive,2030,Revenue,Property tax,976800,01/11/2006,12/31/2030
T-061,Bronzeville,2020,Revenue,Property tax,4267900,11/04/1998,12/31/2022
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,Sidewalk/curb/gutter - 4860 W Bloomingdale,-2700,07/07/1999,12/31/2023
T-034,North Branch (South),Fund / Project Balances,Current Obligations,Halsted Triangle Parking Study (Ph. 2),-1200,02/05/1998,02/05/2021
T-108,Humboldt Park Commercial,2019,Current Obligations,Program administration,-62400,06/27/2001,12/31/2025
T-098,63rd/Pulaski,2020,Transfers Between TIF Districts,To 51st/Archer (MSAC DS - Hernandez MS),-214200,05/17/2000,12/31/2024
T-153,Elston/Armstrong Industrial Corridor,2022,Current Obligations,Program administration,-15100,07/19/2007,12/31/2031
T-057,Jefferson Park Business District,2020,Revenue,Tax rate increase surplus revenue,-108700,09/09/1998,09/09/2021
T-104,River West,2018,Current Obligations,Resurfacing - 27th Ward,14300,01/10/2001,12/31/2025
T-119,Lakefront,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-49900,03/27/2002,12/31/2026
T-178,Washington Park,2026,Revenue,Tax rate increase surplus revenue,-78900,10/08/2014,12/31/2038
T-150,Addison South,2029,Current Obligations,RA - Green Exchange Note R-1 pmts,-264700,05/09/2007,12/31/2031
T-104,River West,2025,Current Obligations,Program administration,-634100,01/10/2001,12/31/2025
T-150,Addison South,2027,Revenue,Tax rate increase surplus revenue,-359900,05/09/2007,12/31/2031
T-079,35th and Wallace,2019,Proposed Projects,Lighting - Smart infrastructure,-400000,12/15/1999,12/31/2023
T-052,Kinzie Industrial Corridor,2022,Current Obligations,Program administration,-653500,06/10/1998,12/31/2022
T-160,Kennedy/Kimball,2029,Revenue,Property tax,1038400,03/12/2008,12/31/2032
T-146,Touhy/Western,2026,Current Obligations,Program administration,-26600,09/13/2006,12/31/2030
T-153,Elston/Armstrong Industrial Corridor,2026,Revenue,Tax rate increase surplus revenue,-45700,07/19/2007,12/31/2031
T-134,Devon/Sheridan,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-52300,03/31/2004,12/31/2028
T-175,51st/Lake Park,2025,Current Obligations,RA - City Hyde Park,-1154000,11/15/2012,12/31/2036
T-115,Chicago/Central Park,2022,Current Obligations,MSAC DS - Westinghouse - other TIF(s),-2140000,02/27/2002,12/31/2026
T-149,Stevenson/Brighton,2028,Revenue,Property tax,5022500,04/11/2007,12/31/2031
T-136,47th/State,Fund / Project Balances,Fund Balance,FY'17 year-end balance,12410900,07/21/2004,12/31/2028
T-103,Lake Calumet Area Industrial,2018,Current Obligations,Program administration,-46600,12/13/2000,12/31/2024
T-052,Kinzie Industrial Corridor,2018,Current Obligations,"Sidewalk - Ada St, Lake to Fulton",32300,06/10/1998,12/31/2022
T-097,51st/Archer,2018,Current Obligations,MSAC DS - Hernandez MS - other TIF(s),-13986700,05/17/2000,12/31/2024
T-042,Sanitary Drainage and Ship Canal,2018,Current Obligations,Local Industrial Retention Initiative,-400,07/24/1991,12/31/2027
T-063,Canal/Congress,2021,Current Obligations,"Viaduct improvements - Harrison St, 360-500 West",-10800000,11/12/1998,12/31/2022
T-052,Kinzie Industrial Corridor,2018,Current Obligations,"Street reconstruction - Lake, Damen to Ashland (additional funding)",-1200000,06/10/1998,12/31/2022
T-178,Washington Park,2023,Revenue,Tax rate increase surplus revenue,-78900,10/08/2014,12/31/2038
T-063,Canal/Congress,Fund / Project Balances,Fund Balance,Revenue recognition adjustment,-7597600,11/12/1998,12/31/2022
T-092,Greater Southwest Industrial Corridor (West),2018,Transfers Between TIF Districts,From 67th/Cicero (Park 484),976500,04/12/2000,12/31/2024
T-106,Englewood Neighborhood,2018,Current Obligations,CPS IGA - ADA Ph1 - Holmes,143200,06/27/2001,12/31/2025
T-103,Lake Calumet Area Industrial,2019,Revenue,Property tax,4075900,12/13/2000,12/31/2024
T-095,Midwest,2018,Current Obligations,"Sidewalks - Homan, St Louis, Sacramento",9200,05/17/2000,12/31/2036
T-094,Chicago/Kingsbury,Fund / Project Balances,Current Obligations,Lighting -700 N Larrabee,-500,04/12/2000,12/31/2024
T-077,Lincoln Avenue,Fund / Project Balances,Current Obligations,"Median improvements - Lincoln Av, Catalpa to Devon",-69500,11/03/1999,12/31/2023
T-023,Goose Island,Fund / Project Balances,Fund Balance,FY'17 year-end balance,15312800,07/10/1996,07/10/2019
T-180,Red Purple Transit,2033,Current Obligations,Program administration,-2071200,11/20/2016,12/31/2052
T-108,Humboldt Park Commercial,2019,Fund Balance,Surplus TIF funds,-385000,06/27/2001,12/31/2025
T-122,Drexel Boulevard,Fund / Project Balances,Current Obligations,RA - Jazz on the Boulevard,-18900,07/10/2002,12/31/2026
T-116,Lawrence/Pulaski,2020,Current Obligations,Program administration,-28600,02/27/2002,12/31/2026
T-166,North Pullman,2029,Current Obligations,Program administration,-91700,06/30/2009,12/31/2033
T-086,Central West,2020,Proposed Projects,Skinner Park fieldhouse,-10000000,02/16/2000,12/31/2024
T-140,79th/Cicero,2018,Current Obligations,Professional services,3600,06/08/2005,12/31/2029
T-058,Portage Park,2021,Current Obligations,Program administration,-50100,09/09/1998,09/09/2021
T-037,River South,2018,Current Obligations,"Sidewalks - Dearborn, 15th to 16th",204700,07/30/1997,12/31/2021
T-180,Red Purple Transit,2019,Current Obligations,Program administration,-285000,11/20/2016,12/31/2052
T-169,Ewing Avenue,2030,Revenue,Property tax,436100,03/10/2010,12/31/2034
T-092,Greater Southwest Industrial Corridor (West),Fund / Project Balances,Current Obligations,Industrial Growth Zone,-872900,04/12/2000,12/31/2024
T-128,Commercial Avenue,Fund / Project Balances,Fund Balance,Surplus TIF funds,-83900,11/13/2002,12/31/2026
T-125,119th/I-57,2023,Revenue,Property tax,4852500,11/06/2002,12/31/2026
T-123,Avalon Park/South Shore,2019,Current Obligations,Retail Thrive Zone - program admin,-20000,07/31/2002,12/31/2026
T-073,111th Street/Kedzie Avenue Business District,2018,Proposed Projects,Anticipated salvage - SBIF,142500,09/29/1999,09/29/2022
